6.3,2.5,4.9,1.5,Iris-versicolor
6.1,2.8,4.7,1.2,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.6,3.0,4.4,1.4,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
6.7,3.0,5.0,1.7,Iris-versicolor
6.0,2.9,4.5,1.5,Iris-versicolor
5.7,2.6,3.5,1.0,Iris-versicolor
5.5,2.4,3.8,1.1,Iris-versicolor
5.5,2.4,3.7,1.0,Iris-versicolor
5.8,2.7,3.9,1.2,Iris-versicolor
6.0,2.7,5.1,1.6,Iris-versicolor
5.4,3.0,4.5,1.5,Iris-versicolor
6.0,3.4,4.5,1.6,Iris-versicolor
6.7,3.1,4.7,1.5,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
5.5,2.5,4.0,1.3,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
6.1,3.0,4.6,1.4,Iris-versicolor
5.8,2.6,4.0,1.2,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
5.6,2.7,4.2,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,2.9,4.2,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,2.5,3.0,1.1,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
7.1,3.0,5.9,2.1,Iris-virginica
6.3,2.9,5.6,1.8,Iris-virginica
6.5,3.0,5.8,2.2,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
4.9,2.5,4.5,1.7,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
6.7,2.5,5.8,1.8,Iris-virginica
7.2,3.6,6.1,2.5,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
6.4,2.7,5.3,1.9,Iris-virginica
6.8,3.0,5.5,2.1,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
5.8,2.8,5.1,2.4,Iris-virginica
6.4,3.2,5.3,2.3,Iris-virginica
6.5,3.0,5.5,1.8,Iris-virginica
7.7,3.8,6.7,2.2,Iris-virginica
7.7,2.6,6.9,2.3,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
5.6,2.8,4.9,2.0,Iris-virginica
7.7,2.8,6.7,2.0,Iris-virginica
6.3,2.7,4.9,1.8,Iris-virginica
6.7,3.3,5.7,2.1,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica
6.2,2.8,4.8,1.8,Iris-virginica
6.1,3.0,4.9,1.8,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
7.4,2.8,6.1,1.9,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
6.4,2.8,5.6,2.2,Iris-virginica
6.3,2.8,5.1,1.5,Iris-virginica
6.1,2.6,5.6,1.4,Iris-virginica
7.7,3.0,6.1,2.3,Iris-virginica
6.3,3.4,5.6,2.4,Iris-virginica
6.4,3.1,5.5,1.8,Iris-virginica
6.0,3.0,4.8,1.8,Iris-virginica
6.9,3.1,5.4,2.1,Iris-virginica
6.7,3.1,5.6,2.4,Iris-virginica
6.9,3.1,5.1,2.3,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
6.8,3.2,5.9,2.3,Iris-virginica
6.7,3.3,5.7,2.5,Iris-virginica
6.7,3.0,5.2,2.3,Iris-virginica
6.3,2.5,5.0,1.9,Iris-virginica
6.5,3.0,5.2,2.0,Iris-virginica
6.2,3.4,5.4,2.3,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica

6.9,8.5,1.2,1.1Iris-virginica
3.8,7.4,2.4,0.3Iris-virginica
6.3,7.0,4.4,1.1Iris-virginica
7.6,8.5,1.7,1.5Iris-virginica
3.4,7.6,1.4,0.7Iris-virginica
7.4,6.0,5.8,0.5Iris-virginica
5.9,8.3,6.5,0.8Iris-virginica
6.4,7.6,2.1,1.6Iris-virginica
1.8,4.7,5.9,0.8Iris-virginica
2.1,4.8,5.6,0.5Iris-virginica
5.0,6.0,2.6,1.6Iris-virginica
1.7,7.2,2.3,2.1Iris-virginica
6.2,7.4,4.3,0.9Iris-virginica
2.1,5.0,4.7,1.8Iris-virginica
3.1,5.1,2.7,1.4Iris-virginica
5.1,6.6,1.9,1.5Iris-virginica
7.3,8.7,6.4,2.1Iris-virginica
3.0,6.2,1.2,2.0Iris-virginica
5.7,7.7,4.0,1.1Iris-virginica
3.3,5.0,5.3,0.5Iris-virginica
4.8,6.5,5.0,0.6Iris-virginica
7.9,7.0,1.5,0.5Iris-virginica
2.8,4.6,1.6,0.6Iris-virginica
2.2,8.7,1.3,0.8Iris-virginica
5.9,8.0,2.4,1.2Iris-virginica
5.4,7.1,1.7,0.8Iris-virginica
5.1,7.7,5.8,1.3Iris-virginica
6.3,5.4,1.3,1.5Iris-virginica
8.1,7.5,4.5,1.1Iris-virginica
5.1,6.2,2.4,1.0Iris-virginica
7.9,5.1,4.8,1.7Iris-virginica
7.4,7.7,6.7,1.5Iris-virginica
5.3,8.4,1.6,0.4Iris-virginica
1.7,5.3,4.8,1.5Iris-virginica
2.3,7.1,4.2,1.3Iris-virginica
7.0,5.7,3.7,0.7Iris-virginica
5.9,5.7,3.4,0.9Iris-virginica
5.6,6.6,5.7,1.3Iris-virginica
1.2,6.7,1.7,0.8Iris-virginica
1.4,5.0,1.3,1.4Iris-virginica
4.6,8.2,3.3,0.6Iris-virginica
2.9,8.3,1.5,1.7Iris-virginica
2.6,8.0,5.5,1.9Iris-virginica
3.9,6.4,4.6,0.4Iris-virginica
2.8,8.1,4.5,0.7Iris-virginica
5.9,7.3,2.0,1.3Iris-virginica
2.4,5.9,2.7,0.7Iris-virginica
2.4,7.7,3.0,1.8Iris-virginica
3.7,6.9,3.8,1.7Iris-virginica
6.2,9.1,6.3,1.5Iris-virginica
4.5,4.9,1.2,1.8Iris-setosa
2.7,6.8,3.9,0.7Iris-setosa
6.8,8.6,1.7,0.8Iris-setosa
4.3,5.5,5.6,1.2Iris-setosa
6.8,8.0,6.7,0.3Iris-setosa
6.3,8.7,2.4,2.0Iris-setosa
2.1,7.9,4.8,0.9Iris-setosa
4.4,5.5,6.8,1.6Iris-setosa
2.4,7.3,3.8,1.2Iris-setosa
2.5,6.4,5.7,0.6Iris-setosa
7.2,8.1,6.6,1.0Iris-setosa
7.3,7.6,3.6,1.5Iris-setosa
6.8,6.0,2.1,1.7Iris-setosa
5.7,5.9,5.6,1.3Iris-setosa
1.5,8.7,4.0,1.7Iris-setosa
7.9,7.5,6.4,0.6Iris-setosa
2.4,5.2,1.1,1.3Iris-setosa
2.1,4.7,2.0,0.6Iris-setosa
5.1,8.0,5.8,1.2Iris-setosa
1.7,8.6,4.9,0.8Iris-setosa
1.9,7.2,4.3,1.7Iris-setosa
1.7,8.5,2.9,1.2Iris-setosa
4.2,7.8,3.7,2.0Iris-setosa
6.9,6.5,4.8,1.1Iris-setosa
6.7,9.1,4.7,1.4Iris-setosa
1.1,5.6,6.1,0.5Iris-setosa
8.1,7.2,4.3,0.3Iris-setosa
6.2,6.2,6.5,2.1Iris-setosa
1.3,6.6,1.6,1.1Iris-setosa
6.4,6.8,4.4,0.5Iris-setosa
1.2,7.2,6.1,1.4Iris-setosa
6.5,6.7,4.3,1.5Iris-setosa
7.1,5.1,6.2,2.1Iris-setosa
2.8,8.1,4.5,0.4Iris-setosa
7.7,8.0,4.5,1.8Iris-setosa
3.9,6.5,4.0,1.2Iris-setosa
3.6,9.1,5.2,0.6Iris-setosa
3.3,6.0,4.1,0.3Iris-setosa
1.4,8.2,2.6,0.7Iris-setosa
2.7,8.1,2.8,1.5Iris-setosa
7.9,4.6,6.1,2.0Iris-setosa
5.4,6.4,4.9,1.0Iris-setosa
1.3,8.2,4.1,1.4Iris-setosa
2.1,8.4,3.2,1.8Iris-setosa
4.0,7.6,2.0,1.9Iris-setosa
3.9,4.5,2.7,0.5Iris-setosa
5.1,6.7,6.5,2.0Iris-setosa
7.6,6.4,6.3,0.5Iris-setosa
2.0,7.0,3.4,0.3Iris-setosa
3.3,6.5,6.3,1.9Iris-setosa
5.9,6.4,5.3,1.4Iris-versicolor
3.3,5.1,5.1,0.9Iris-versicolor
8.1,6.9,5.3,1.8Iris-versicolor
3.0,9.0,6.1,1.3Iris-versicolor
8.1,6.4,3.6,0.7Iris-versicolor
7.2,8.5,3.2,1.8Iris-versicolor
2.6,6.1,3.0,1.4Iris-versicolor
2.7,7.3,5.9,1.3Iris-versicolor
6.9,7.2,3.4,1.9Iris-versicolor
7.3,6.2,5.8,0.7Iris-versicolor
5.4,7.1,1.8,1.3Iris-versicolor
3.8,5.1,2.6,0.5Iris-versicolor
2.3,8.1,6.3,1.7Iris-versicolor
5.5,9.1,5.2,1.2Iris-versicolor
5.8,4.7,3.3,0.7Iris-versicolor
4.2,8.0,4.3,1.1Iris-versicolor
3.3,6.5,6.6,1.2Iris-versicolor
2.8,4.7,5.7,2.1Iris-versicolor
5.4,6.3,4.0,0.9Iris-versicolor
2.5,8.7,5.7,1.1Iris-versicolor
2.0,4.9,3.2,0.5Iris-versicolor
7.9,5.0,4.9,0.8Iris-versicolor
7.4,5.4,5.7,0.3Iris-versicolor
4.4,6.7,3.1,1.5Iris-versicolor
3.6,8.5,3.2,0.4Iris-versicolor
5.5,4.9,5.7,2.0Iris-versicolor
5.4,7.3,4.8,1.9Iris-versicolor
7.3,7.1,1.5,1.3Iris-versicolor
7.5,6.3,6.3,1.9Iris-versicolor
8.1,7.5,6.4,2.0Iris-versicolor
3.4,8.6,1.5,0.8Iris-versicolor
6.6,7.2,4.9,1.0Iris-versicolor
4.2,5.9,5.2,0.5Iris-versicolor
7.7,8.1,2.1,0.4Iris-versicolor
6.4,5.9,2.1,0.3Iris-versicolor
3.4,8.7,6.5,0.3Iris-versicolor
3.0,7.6,6.4,1.5Iris-versicolor
5.1,7.9,6.3,1.4Iris-versicolor
6.6,8.1,3.6,1.9Iris-versicolor
6.7,9.1,5.8,1.7Iris-versicolor
